numero_linha,nome_arquivo,tipo_documento,caminho_campo,nome_prisma,tabela_prisma,confianca_mapeamento,observacao_mapeamento,chave_json,valor_extraido,preenchido
265,INVOICE77.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
266,INVOICE77.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
267,INVOICE77.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
268,INVOICE77.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,Intelbras S/A -Indústria de Telecomunicação Eletrônica Brasileira,sim
269,INVOICE77.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"Av. Tefé, 3105 - Bairro Japiim Zip code: 69078000 Manaus, AM",sim
270,INVOICE77.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,Brazil,sim
271,INVOICE77.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,AM,sim
272,INVOICE77.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,Manaus,sim
273,INVOICE77.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,69078000,sim
274,INVOICE77.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,82.901.000/0015-22,sim
275,INVOICE77.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
276,INVOICE77.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
277,INVOICE77.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
278,INVOICE77.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
279,INVOICE77.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
280,INVOICE77.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
281,INVOICE77.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
282,INVOICE77.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
283,INVOICE77.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
284,INVOICE77.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
285,INVOICE77.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
286,INVOICE77.pdf,INVOICE,shipment.costs.freight,,,,,freight,AS PER AWB/HBL,sim
287,INVOICE77.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
288,INVOICE77.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
289,INVOICE77.pdf,INVOICE,payment.method,,,,,method,,nao
290,INVOICE77.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,T / T 90 days from BL / AWB,sim
291,INVOICE77.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,,nao
292,INVOICE77.pdf,INVOICE,bankingDetails.iban,,,,,iban,,nao
293,INVOICE77.pdf,INVOICE,bankingDetails.swift,,,,,swift,,nao
294,INVOICE77.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
295,INVOICE77.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
296,INVOICE77.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
297,INVOICE77.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,,nao
298,INVOICE77.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,177.470,sim
299,INVOICE77.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,153.670,sim
300,INVOICE77.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Kgs,sim
301,INVOICE77.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
302,INVOICE77.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,,nao
303,INVOICE77.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,23,sim
304,INVOICE77.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,USD,sim
305,INVOICE77.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
306,INVOICE77.pdf,INVOICE,items_quantity,,,,,items_quantity,1,sim
307,INVOICE77.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,1600.00,sim
308,INVOICE77.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
309,INVOICE77.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
310,INVOICE77.pdf,INVOICE,observations,,,,,observations,MEASUREMENT : 120*80*45cm(1),sim
311,INVOICE77.pdf,INVOICE,isSigned,,,,,isSigned,true,sim
312,INVOICE77.pdf,INVOICE,additionalFields.Total de Paletes,,,,,Total de Paletes,1,sim
313,INVOICE77.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,PCI FN OSP 1L PORTEIRO IPR1010MI 4610135/5,sim
314,INVOICE77.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
315,INVOICE77.pdf,INVOICE,items[].weights.unit,,,,,unit,Kgs,sim
316,INVOICE77.pdf,INVOICE,items[].weights.net,,,,,net,153.67,sim
317,INVOICE77.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
318,INVOICE77.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
319,INVOICE77.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
320,INVOICE77.pdf,INVOICE,items[].volume.size,,,,,size,,nao
321,INVOICE77.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
322,INVOICE77.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,1080936,sim
323,INVOICE77.pdf,INVOICE,items[].poNumber,,,,,poNumber,682.446,sim
324,INVOICE77.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,10000,sim
325,INVOICE77.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,USD,sim
326,INVOICE77.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,0.16,sim
327,INVOICE77.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,1600.00,sim
328,INVOICE77.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
329,INVOICE77.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
330,INVOICE77.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
331,INVOICE77.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
332,INVOICE77.pdf,PACKING_LIST,document.number,numero_bl_processo,DocumentoProcesso,sugestao,Alternativas: numero_awb_processo (DocumentoProcesso),number,ISA-002036,sim
333,INVOICE77.pdf,PACKING_LIST,document.type,,,,,type,PACKING LIST,sim
334,INVOICE77.pdf,PACKING_LIST,document.date,,,,,date,2024-06-19,sim
335,INVOICE77.pdf,PACKING_LIST,document.incoterm,incoterm_processo,LogisticaInternacionalProcesso,alta,,incoterm,EXW,sim
336,INVOICE77.pdf,PACKING_LIST,document.incotermLocation,,,,,incotermLocation,HK,sim
337,INVOICE77.pdf,PACKING_LIST,document.originCountry,,,,,originCountry,China,sim
338,INVOICE77.pdf,PACKING_LIST,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
339,INVOICE77.pdf,PACKING_LIST,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,"LUEN TAI P.C.B. FACTORY CO., LTD.",sim
340,INVOICE77.pdf,PACKING_LIST,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Uint 5, 21/F., Midas Plaza, No.1 Tai Yau Street, San Po Kong, Kowloon",sim
341,INVOICE77.pdf,PACKING_LIST,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Hong Kong,sim
342,INVOICE77.pdf,PACKING_LIST,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
343,INVOICE77.pdf,PACKING_LIST,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Kowloon,sim
344,INVOICE77.pdf,PACKING_LIST,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
345,INVOICE77.pdf,PACKING_LIST,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
346,INVOICE77.pdf,PACKING_LIST,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,852 - 2321 8391,sim
347,INVOICE77.pdf,PACKING_LIST,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
348,INVOICE77.pdf,PACKING_LIST,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,Intelbras S/A -Indústria de Telecomunicação Eletrônica Brasileira,sim
349,INVOICE77.pdf,PACKING_LIST,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"Av. Tefé, 3105 - Bairro Japiim",sim
350,INVOICE77.pdf,PACKING_LIST,importer.country,pais_fornecedor,Fornecedor,alta,,country,Brazil,sim
351,INVOICE77.pdf,PACKING_LIST,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
352,INVOICE77.pdf,PACKING_LIST,importer.city,cidade_fornecedor,Fornecedor,alta,,city,,nao
353,INVOICE77.pdf,PACKING_LIST,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
354,INVOICE77.pdf,PACKING_LIST,importer.cnpj,cnpj_fornecedor,Fornecedor,alta,,cnpj,82.901.000/0015-22,sim
355,INVOICE77.pdf,PACKING_LIST,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
356,INVOICE77.pdf,PACKING_LIST,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
357,INVOICE77.pdf,PACKING_LIST,shipmentDetails.transportMode,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,transportMode,By sea,sim
358,INVOICE77.pdf,PACKING_LIST,shipmentDetails.vesselName,,,,,vesselName,,nao
359,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.port,,,,,port,,nao
360,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.airport,,,,,airport,,nao
361,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.location,,,,,location,,nao
362,INVOICE77.pdf,PACKING_LIST,shipmentDetails.origin.place,,,,,place,,nao
363,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.port,,,,,port,,nao
364,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.airport,,,,,airport,,nao
365,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.location,,,,,location,,nao
366,INVOICE77.pdf,PACKING_LIST,shipmentDetails.destination.place,,,,,place,,nao
367,INVOICE77.pdf,PACKING_LIST,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
368,INVOICE77.pdf,PACKING_LIST,packageSummary.totalGrossWeight,,,,,totalGrossWeight,177.470,sim
369,INVOICE77.pdf,PACKING_LIST,packageSummary.totalNetWeight,,,,,totalNetWeight,153.670,sim
370,INVOICE77.pdf,PACKING_LIST,packageSummary.commercialUnit,,,,,commercialUnit,kgs,sim
371,INVOICE77.pdf,PACKING_LIST,packageSummary.totalTareWeight,,,,,totalTareWeight,23.800,sim
372,INVOICE77.pdf,PACKING_LIST,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,0.432,sim
373,INVOICE77.pdf,PACKING_LIST,packageSummary.totalPackages,,,,,totalPackages,550,sim
374,INVOICE77.pdf,PACKING_LIST,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,1080936,sim
375,INVOICE77.pdf,PACKING_LIST,items[].productDescription,descricao_item,PedidoItem,alta,,productDescription,,nao
376,INVOICE77.pdf,PACKING_LIST,items[].package.unitQuantity,,,,,unitQuantity,450,sim
377,INVOICE77.pdf,PACKING_LIST,items[].package.type,,,,,type,Carton,sim
378,INVOICE77.pdf,PACKING_LIST,items[].package.unitGrossWeight,,,,,unitGrossWeight,,nao
379,INVOICE77.pdf,PACKING_LIST,items[].package.unitNetWeight,,,,,unitNetWeight,,nao
380,INVOICE77.pdf,PACKING_LIST,items[].package.totalCubicMeasurement,,,,,totalCubicMeasurement,,nao
381,INVOICE77.pdf,PACKING_LIST,items[].package.totalTareWeight,,,,,totalTareWeight,,nao
382,INVOICE77.pdf,PACKING_LIST,items[].totalProductQuantity,,,,,totalProductQuantity,9900,sim
383,INVOICE77.pdf,PACKING_LIST,items[].ncm,,,,,ncm,,nao
384,INVOICE77.pdf,PACKING_LIST,items[].hsCode,,,,,hsCode,,nao
385,INVOICE77.pdf,PACKING_LIST,items[].additionalInformation,,,,,additionalInformation,,nao
386,INVOICE77.pdf,PACKING_LIST,observations,,,,,observations,ATTN : Samantha Scheidt | Shipment does not contain solid wooden packing material | Freight cost AS PER AWB/HBL,sim
387,INVOICE77.pdf,PACKING_LIST,isSigned,,,,,isSigned,false,sim
388,INVOICE77.pdf,PACKING_LIST,additionalFields.País de Aquisição,,,,,País de Aquisição,Hong Kong,sim
389,INVOICE77.pdf,PACKING_LIST,additionalFields.País de Procedência,,,,,País de Procedência,Hong Kong,sim
390,INVOICE77.pdf,PACKING_LIST,additionalFields.Total de Paletes,,,,,Total de Paletes,1,sim
391,INVOICE77.pdf,PACKING_LIST,additionalFields.Dimensões,,,,,Dimensões,120*80*45cm(1),sim
392,INVOICE77.pdf,PACKING_LIST,additionalFields.Nota de Entrega,,,,,Nota de Entrega,PH10021643,sim
393,INVOICE77.pdf,INVOICE,document.documentNumber,numero_invoice_item,PedidoItem,alta,,documentNumber,ISA-002036,sim
394,INVOICE77.pdf,INVOICE,document.documentType,,,,,documentType,COMMERCIAL INVOICE,sim
395,INVOICE77.pdf,INVOICE,document.documentDate,,,,,documentDate,2024-06-19,sim
396,INVOICE77.pdf,INVOICE,document.incoterm,incoterm_item,PedidoItem,sugestao,Alternativas: incoterm_processo (LogisticaInternacionalProcesso),incoterm,EXW,sim
397,INVOICE77.pdf,INVOICE,document.incotermLocation,,,,,incotermLocation,HK,sim
398,INVOICE77.pdf,INVOICE,document.originCountry,,,,,originCountry,China,sim
399,INVOICE77.pdf,INVOICE,document.countryOfAcquisition,,,,,countryOfAcquisition,Hong Kong,sim
400,INVOICE77.pdf,INVOICE,document.countryOfProvenance,,,,,countryOfProvenance,Hong Kong,sim
401,INVOICE77.pdf,INVOICE,document.shippedOnBoardDate,,,,,shippedOnBoardDate,,nao
402,INVOICE77.pdf,INVOICE,exporter.name,nome_exportador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,"LUEN TAI P.C.B. FACTORY CO., LTD.",sim
403,INVOICE77.pdf,INVOICE,exporter.address,endereco_fornecedor,Fornecedor,alta,,address,"Uint 5, 21/F., Midas Plaza, No.1 Tai Yau Street, San Po Kong, Kowloon",sim
404,INVOICE77.pdf,INVOICE,exporter.country,pais_fornecedor,Fornecedor,alta,,country,Hong Kong,sim
405,INVOICE77.pdf,INVOICE,exporter.state,estado_provincia_fornecedor,Fornecedor,alta,,state,,nao
406,INVOICE77.pdf,INVOICE,exporter.city,cidade_fornecedor,Fornecedor,alta,,city,Kowloon,sim
407,INVOICE77.pdf,INVOICE,exporter.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,,nao
408,INVOICE77.pdf,INVOICE,exporter.taxId,tin_fornecedor,Fornecedor,alta,,taxId,,nao
409,INVOICE77.pdf,INVOICE,exporter.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
410,INVOICE77.pdf,INVOICE,exporter.email,email_fornecedor,Fornecedor,alta,,email,,nao
411,INVOICE77.pdf,INVOICE,importer.name,nome_importador_item,PedidoItem,sugestao,Alternativas: nome_fornecedor (Fornecedor),name,Intelbras S/A -Indústria de Telecomunicação Eletrônica Brasileira,sim
412,INVOICE77.pdf,INVOICE,importer.address,endereco_fornecedor,Fornecedor,alta,,address,"Av. Tefé, 3105 - Bairro Japiim Zip code: 69078000 Manaus, AM",sim
413,INVOICE77.pdf,INVOICE,importer.country,pais_fornecedor,Fornecedor,alta,,country,Brazil,sim
414,INVOICE77.pdf,INVOICE,importer.state,estado_provincia_fornecedor,Fornecedor,alta,,state,AM,sim
415,INVOICE77.pdf,INVOICE,importer.city,cidade_fornecedor,Fornecedor,alta,,city,Manaus,sim
416,INVOICE77.pdf,INVOICE,importer.zipCode,cep_zipcode_fornecedor,Fornecedor,alta,,zipCode,69078000,sim
417,INVOICE77.pdf,INVOICE,importer.taxId,cnpj_fornecedor,Fornecedor,alta,,taxId,82.901.000/0015-22,sim
418,INVOICE77.pdf,INVOICE,importer.phone,telefone_fornecedor,Fornecedor,alta,,phone,,nao
419,INVOICE77.pdf,INVOICE,importer.email,email_fornecedor,Fornecedor,alta,,email,,nao
420,INVOICE77.pdf,INVOICE,shipment.modal,modal_frete_internacional_processo,LogisticaInternacionalProcesso,alta,,modal,,nao
421,INVOICE77.pdf,INVOICE,shipment.carrier,,,,,carrier,,nao
422,INVOICE77.pdf,INVOICE,shipment.vesselName,,,,,vesselName,,nao
423,INVOICE77.pdf,INVOICE,shipment.airports.origin,,,,,origin,,nao
424,INVOICE77.pdf,INVOICE,shipment.airports.destination,,,,,destination,,nao
425,INVOICE77.pdf,INVOICE,shipment.ports.origin,porto_origem_processo,LogisticaInternacionalProcesso,alta,,origin,,nao
426,INVOICE77.pdf,INVOICE,shipment.ports.loading,porto_origem_processo,LogisticaInternacionalProcesso,alta,,loading,,nao
427,INVOICE77.pdf,INVOICE,shipment.ports.destination,porto_destino_processo,LogisticaInternacionalProcesso,alta,,destination,,nao
428,INVOICE77.pdf,INVOICE,shipment.ports.discharge,porto_destino_processo,LogisticaInternacionalProcesso,alta,,discharge,,nao
429,INVOICE77.pdf,INVOICE,shipment.costs.freight,,,,,freight,AS PER AWB/HBL,sim
430,INVOICE77.pdf,INVOICE,shipment.costs.insurance,,,,,insurance,,nao
431,INVOICE77.pdf,INVOICE,containerNumbers,container_numero_processo_container,ContainerProcesso,alta,,containerNumbers,,nao
432,INVOICE77.pdf,INVOICE,payment.method,,,,,method,,nao
433,INVOICE77.pdf,INVOICE,payment.terms,condicao_pagamento_item,PedidoItem,alta,,terms,T / T 90 days from BL / AWB,sim
434,INVOICE77.pdf,INVOICE,bankingDetails.bankName,,,,,bankName,,nao
435,INVOICE77.pdf,INVOICE,bankingDetails.iban,,,,,iban,,nao
436,INVOICE77.pdf,INVOICE,bankingDetails.swift,,,,,swift,,nao
437,INVOICE77.pdf,INVOICE,bankingDetails.accountNumber,,,,,accountNumber,,nao
438,INVOICE77.pdf,INVOICE,bankingDetails.beneficiary,,,,,beneficiary,,nao
439,INVOICE77.pdf,INVOICE,bankingDetails.branchCode,,,,,branchCode,,nao
440,INVOICE77.pdf,INVOICE,bankingDetails.fullText,,,,,fullText,,nao
441,INVOICE77.pdf,INVOICE,packageSummary.totalGrossWeight,,,,,totalGrossWeight,177.470,sim
442,INVOICE77.pdf,INVOICE,packageSummary.totalNetWeight,,,,,totalNetWeight,153.670,sim
443,INVOICE77.pdf,INVOICE,packageSummary.commercialUnit,,,,,commercialUnit,Kgs,sim
444,INVOICE77.pdf,INVOICE,packageSummary.totalTareWeight,,,,,totalTareWeight,,nao
445,INVOICE77.pdf,INVOICE,packageSummary.totalCubicMeasurement,,,,,totalCubicMeasurement,,nao
446,INVOICE77.pdf,INVOICE,packageSummary.totalPackages,,,,,totalPackages,23,sim
447,INVOICE77.pdf,INVOICE,currency.type,moeda_item,PedidoItem,alta,,type,USD,sim
448,INVOICE77.pdf,INVOICE,currency.exchangeRate,,,,,exchangeRate,,nao
449,INVOICE77.pdf,INVOICE,items_quantity,,,,,items_quantity,1,sim
450,INVOICE77.pdf,INVOICE,values.totalDocumentValue,,,,,totalDocumentValue,1600.00,sim
451,INVOICE77.pdf,INVOICE,values.discountsOrAdditions,,,,,discountsOrAdditions,,nao
452,INVOICE77.pdf,INVOICE,values.otherCharges,,,,,otherCharges,,nao
453,INVOICE77.pdf,INVOICE,observations,,,,,observations,MEASUREMENT : 120*80*45cm(1),sim
454,INVOICE77.pdf,INVOICE,isSigned,,,,,isSigned,true,sim
455,INVOICE77.pdf,INVOICE,additionalFields.Total de Paletes,,,,,Total de Paletes,1,sim
456,INVOICE77.pdf,INVOICE,items[].descriptions.english,descricao_completa_item_en,PedidoItem,alta,,english,PCI FN OSP 1L PORTEIRO IPR1010MI 4610135/5,sim
457,INVOICE77.pdf,INVOICE,items[].descriptions.portuguese,descricao_completa_item_pt,PedidoItem,alta,,portuguese,,nao
458,INVOICE77.pdf,INVOICE,items[].weights.unit,,,,,unit,Kgs,sim
459,INVOICE77.pdf,INVOICE,items[].weights.net,,,,,net,153.67,sim
460,INVOICE77.pdf,INVOICE,items[].weights.gross,,,,,gross,,nao
461,INVOICE77.pdf,INVOICE,items[].volume.packageType,,,,,packageType,,nao
462,INVOICE77.pdf,INVOICE,items[].volume.dimensions,,,,,dimensions,,nao
463,INVOICE77.pdf,INVOICE,items[].volume.size,,,,,size,,nao
464,INVOICE77.pdf,INVOICE,items[].volume.quantity,,,,,quantity,,nao
465,INVOICE77.pdf,INVOICE,items[].partNumber,part_number_item,PedidoItem,alta,,partNumber,1080936,sim
466,INVOICE77.pdf,INVOICE,items[].poNumber,,,,,poNumber,682.446,sim
467,INVOICE77.pdf,INVOICE,items[].itemQuantity,,,,,itemQuantity,10000,sim
468,INVOICE77.pdf,INVOICE,items[].itemCurrency,,,,,itemCurrency,USD,sim
469,INVOICE77.pdf,INVOICE,items[].itemUnitPriceWithCurrency,,,,,itemUnitPriceWithCurrency,0.16,sim
470,INVOICE77.pdf,INVOICE,items[].itemTotalPriceWithCurrency,,,,,itemTotalPriceWithCurrency,1600.00,sim
471,INVOICE77.pdf,INVOICE,items[].ncm,,,,,ncm,,nao
472,INVOICE77.pdf,INVOICE,items[].hsCode,,,,,hsCode,,nao
473,INVOICE77.pdf,INVOICE,items[].originCountry,,,,,originCountry,,nao
474,INVOICE77.pdf,INVOICE,items[].manufacturer,,,,,manufacturer,,nao
475,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Fatura,,,,,Fatura,1149,sim
476,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Emissão,,,,,Emissão,2025-04-01,sim
477,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Cliente,,,,,Cliente,DMM-IE IMPORTACAO E EXPORTACAO LTDA.,sim
478,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,CNPJ do Cliente,,,,,CNPJ do Cliente,08.973.387/0002-55,sim
479,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Endereço do Cliente,,,,,Endereço do Cliente,"RUA DOUTOR PEDRO FERREIRA, 155 - Centro - ITAJAI/SC",sim
480,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Valor Bruto,,,,,Valor Bruto,4800,sim
481,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Abatimentos,,,,,Abatimentos,0,sim
482,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Acréscimos,,,,,Acréscimos,0,sim
483,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Descontos,,,,,Descontos,0,sim
484,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Valor Líquido,,,,,Valor Líquido,4800,sim
485,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Parcela,,,,,Parcela,01/01,sim
486,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Valor da Parcela,,,,,Valor da Parcela,4800,sim
487,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Data de Vencimento,,,,,Data de Vencimento,2025-04-08,sim
488,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Número do Documento,,,,,Número do Documento,7156,sim
489,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Nosso Número,,,,,Nosso Número,10900000978-0,sim
490,NF Transportadora Rodoviaria.pdf,FINANCIAL_DOCUMENT,Agência e Código do Beneficiário,,,,,Agência e Código do Beneficiário,8262-/97349-1,sim
